id,Unique ID,FD sample ID,FD Run ID,Strain,Cryo mix,FD_recipe,Desiccant,FC,Aged,,DR_latest,Est_latest,ExtenderCFU_ml,ExtenderCFU_ml_SD,Application Log Loss,Plating Date,CFU/Seed,CFU/Seed Stdev,T0?,Days,Log CFU,Y-Intercept,Decay Rate,EstDays,T0 Date
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,3/3/23,5.37E+04,,No,9.00,4.73,5.03,-0.034,30.65,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,3/8/23,1.28E+04,,No,14.00,4.11,5.10,-0.066,17.68,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,3/17/23,1.12E+04,,No,23.00,4.05,5.01,-0.043,21.83,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,3/24/23,1.43E+04,,No,30.00,4.16,4.90,-0.029,28.13,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,,,,No,,,,,,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,,,,No,,,,,,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,,,,No,,,,,,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,4/18/23,6.27E+03,1.40E+03,No,55.00,3.80,4.76,-0.022,37.12,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,2/22/23,3.75E+05,,Yes,0.00,5.57,,,,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,3/3/23,1.54E+05,,No,9.00,5.19,5.57,-0.043,36.65,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,3/8/23,7.36E+04,,No,14.00,4.87,5.59,-0.051,32.05,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,3/17/23,5.55E+04,,No,23.00,4.74,5.52,-0.036,40.78,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,3/24/23,3.77E+04,,No,30.00,4.58,5.49,-0.033,45.50,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,,,,No,,,,,,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,,,,No,,,,,,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,,,,No,,,,,,2/22/23
42,G,23PT0119-5,FDL-105EF-T24-4CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,4W@4C,-0.019,73.625,2.76E+10,4.44E+09,1.81,4/18/23,3.44E+04,6.35E+03,No,55.00,4.54,5.30,-0.019,73.62,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,2/22/23,2.89E+04,,Yes,0.00,4.46,,,,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,3/3/23,6.43E+03,,No,9.00,3.81,4.46,-0.073,6.36,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,3/8/23,2.19E+03,,No,14.00,3.34,4.48,-0.080,6.02,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,3/17/23,9.60E+02,,No,23.00,2.98,4.40,-0.064,6.13,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,3/24/23,1.00E+03,,No,30.00,3.00,4.28,-0.049,5.64,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,,,,No,,,,,,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,,,,No,,,,,,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,,,,No,,,,,,2/22/23
43,G,23PT0119-4,FDL-105G-T33-21CW4,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,yes,4W@21C,-0.036,2.003,2.40E+09,4.62E+08,1.87,4/18/23,3.20E+02,1.44E+02,No,55.00,2.51,4.07,-0.036,2.00,2/22/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,2/27/23,6.12E+05,,Yes,0.00,5.79,,,,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,3/8/23,2.71E+05,,No,9.00,5.43,5.79,-0.039,45.45,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,3/15/23,1.79E+05,,No,16.00,5.25,5.77,-0.033,52.64,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,3/24/23,1.09E+05,,No,25.00,5.04,5.75,-0.030,58.94,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,3/27/23,3.20E+04,,No,28.00,4.51,5.82,-0.046,46.19,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,,,,No,,,,,,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,,,,No,,,,,,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,,,,No,,,,,,2/27/23
44,H,ABKLUB021923AA-1,ABKLUB021923AA-1,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.023,69.378,1.29E+10,1.40E+09,1.27,4/26/23,2.92E+04,6.66E+03,No,58.00,4.47,5.60,-0.023,69.38,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,2/27/23,4.25E+05,,Yes,0.00,5.63,,,,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,3/8/23,2.15E+05,,No,9.00,5.33,5.63,-0.033,49.52,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,3/15/23,1.81E+05,,No,16.00,5.26,5.60,-0.023,67.86,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,3/24/23,9.35E+04,,No,25.00,4.97,5.61,-0.026,64.05,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,3/27/23,4.80E+04,,No,28.00,4.68,5.65,-0.034,54.14,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,,,,No,,,,,,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,,,,No,,,,,,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,,,,No,,,,,,2/27/23
45,H,ABKLUB021923AA-2,ABKLUB021923AA-2,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.022,68.570,1.09E+10,1.29E+09,1.43,4/26/23,2.17E+04,6.82E+03,No,58.00,4.34,5.55,-0.022,68.57,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,2/27/23,1.45E+06,,Yes,0.00,6.16,,,,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,3/8/23,7.17E+05,,No,9.00,5.86,6.16,-0.034,63.60,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,3/15/23,3.61E+05,,No,16.00,5.56,6.17,-0.038,57.80,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,3/24/23,1.84E+05,,No,25.00,5.26,6.16,-0.036,59.54,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,3/27/23,1.20E+05,,No,28.00,5.08,6.18,-0.039,57.36,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,,,,No,,,,,,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,,,,No,,,,,,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,,,,No,,,,,,2/27/23
46,H,22PT1102-8,FDL-105C-T14-Try,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.026,78.162,1.59E+10,3.33E+09,0.99,4/26/23,4.69E+04,1.14E+04,No,58.00,4.67,6.02,-0.026,78.16,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,2/27/23,1.35E+05,,Yes,0.00,5.13,,,,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,3/8/23,3.36E+04,,No,9.00,4.53,5.13,-0.067,16.84,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,3/15/23,2.87E+04,,No,16.00,4.46,5.06,-0.042,24.65,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,3/24/23,2.09E+04,,No,25.00,4.32,4.99,-0.032,32.29,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,3/27/23,1.59E+04,,No,28.00,4.20,4.98,-0.033,33.70,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,,,,No,,,,,,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,,,,No,,,,,,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,,,,No,,,,,,2/27/23
47,H,22PT1117-5,FDL-105C-T15-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.021,45.253,2.36E+09,5.23E+08,1.19,4/26/23,7.81E+03,2.14E+03,No,58.00,3.89,4.84,-0.021,45.25,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,2/27/23,1.16E+06,,Yes,0.00,6.06,,,,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,3/8/23,2.96E+05,,No,9.00,5.47,6.06,-0.066,31.32,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,3/15/23,2.29E+05,,No,16.00,5.36,6.01,-0.044,44.55,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,3/24/23,6.59E+04,,No,25.00,4.82,6.02,-0.050,42.67,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,3/27/23,9.73E+04,,No,28.00,4.99,5.97,-0.038,48.72,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,,,,No,,,,,,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,,,,No,,,,,,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,,,,No,,,,,,2/27/23
48,H,22PT1102-7,FDL-105D-T20-Try,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.027,48.716,6.27E+09,8.04E+08,0.68,4/26/23,3.05E+04,5.72E+03,No,58.00,4.48,5.78,-0.027,69.68,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,2/27/23,1.68E+04,,Yes,0.00,4.23,,,,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,3/8/23,4.00E+03,,No,9.00,3.60,4.23,-0.069,3.25,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,3/15/23,3.17E+03,,No,16.00,3.50,4.16,-0.045,3.51,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,3/24/23,1.97E+03,,No,25.00,3.29,4.10,-0.037,2.82,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,3/27/23,2.12E+03,,No,28.00,3.33,4.06,-0.032,2.10,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,,,,No,,,,,,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,,,,No,,,,,,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,,,,No,,,,,,2/27/23
49,H,23PT0119-4,FDL-105G-T33-Try,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.022,-4.539,7.29E+08,1.02E+08,1.59,4/26/23,9.07E+02,6.11E+01,No,58.00,2.96,3.91,-0.022,-4.54,2/27/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,3/8/23,1.45E+06,,Yes,0.00,6.16,,,,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,3/15/23,2.60E+05,,No,7.00,5.41,6.16,-0.107,20.27,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,3/24/23,2.16E+05,,No,16.00,5.33,6.02,-0.052,40.61,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,3/29/23,2.17E+05,,No,21.00,5.34,5.96,-0.039,54.54,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,4/6/23,1.31E+05,,No,29.00,5.12,5.92,-0.036,63.13,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,,,,No,,,,,,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,,,,No,,,,,,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,,,,No,,,,,,3/8/23
50,I,EDKLUB02202302,EDKLUB02202302,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",no,Fresh,-0.019,113.668,1.53E+10,6.05E+08,0.97,5/3/23,1.17E+05,3.11E+04,No,56.00,5.07,5.73,-0.019,113.67,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,3/8/23,2.45E+05,,Yes,0.00,5.39,,,,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,3/15/23,6.25E+04,,No,7.00,4.80,5.39,-0.085,16.39,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,3/24/23,4.31E+04,,No,16.00,4.63,5.29,-0.047,28.19,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,3/29/23,3.87E+04,,No,21.00,4.59,5.25,-0.038,34.70,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,4/6/23,2.73E+04,,No,29.00,4.44,5.20,-0.033,40.63,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,,,,No,,,,,,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,,,,No,,,,,,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,,,,No,,,,,,3/8/23
51,I,EDKOKO02222302,EDKOKO02222302,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",no,Fresh,-0.029,44.587,2.47E+10,1.92E+08,1.95,5/3/23,5.61E+03,5.94E+02,No,56.00,3.75,5.16,-0.029,44.59,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,3/8/23,3.41E+05,,Yes,0.00,5.53,,,,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,3/15/23,8.67E+04,,No,7.00,4.94,5.53,-0.085,18.04,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,3/24/23,7.57E+04,,No,16.00,4.88,5.42,-0.041,36.11,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,3/29/23,5.57E+04,,No,21.00,4.75,5.39,-0.037,41.63,3/8/23
